category,auc,ap
Abuse,0.9511334446817798,0.00392377930736478
Arrest,0.7890214601981559,0.15360293066584943
Arson,0.9698433726597119,0.22136690669974604
Assault,0.9729921219726483,0.45860207596935426
Burglary,0.9150892287115884,0.30369560900944775
Explosion,0.8920484696503522,0.05201149502287931
Fighting,0.9173381067051017,0.05979721785060085
RoadAccidents,0.8874400077827741,0.027676788559156697
Robbery,0.9146896942029281,0.03872798203138949
Shooting,0.9417904413647691,0.17444441645577488
Shoplifting,0.8768624177500461,0.11380752087185461
Stealing,0.9807222068944375,0.28513721476257653
Vandalism,0.9848325246743376,0.10886676556867725
