category,auc,ap
B1,0.9767810627027703,0.8098499283510635
B2,0.9787602446413468,0.5809540151471307
B4,0.9868757558988502,0.9544995032565363
B5,0.982217967035378,0.4733715791233958
B6,0.9680804818676241,0.4750253031886763
G,0.9889081462291258,0.6960717384894928
