category,auc,ap
Abuse,0.9089124719355142,0.002027535212375089
Arrest,0.8435015141073384,0.16600426141327573
Arson,0.9542407218143549,0.18801722093702872
Assault,0.98374754645454,0.702716352974413
Burglary,0.9120460158088088,0.34274130059481517
Explosion,0.8717972942645038,0.055328851477413246
Fighting,0.9197162310962723,0.06285290427286573
RoadAccidents,0.887733483223798,0.05831721844180559
Robbery,0.8703623235694689,0.027904568984963685
Shooting,0.9397531687047785,0.18873752091050713
Shoplifting,0.8954923202712435,0.25534123649494656
Stealing,0.9623269748573238,0.45887847040026564
Vandalism,0.9192977642729002,0.05520754268332781
