category,auc,ap
Abuse,0.9647018440705979,0.007714428991695269
Arrest,0.7590681834380333,0.2559159359131636
Arson,0.9604172474525885,0.23463884778437719
Assault,0.9827911727552723,0.6979964044535244
Burglary,0.9197303929185183,0.31789688776322406
Explosion,0.8453428957359718,0.04806903991101338
Fighting,0.8587250500985962,0.04069060675790588
RoadAccidents,0.8841242217225873,0.030233332484940208
Robbery,0.8466152278150005,0.025235270836764176
Shooting,0.9315649353322119,0.1380279971332124
Shoplifting,0.8491282838767875,0.15936826327444611
Stealing,0.9773606704373017,0.5526065318668192
Vandalism,0.8995851487226127,0.08337320109522597
