category,auc,ap
B1,0.8100426042705892,0.29940234463421866
B2,0.8076664303326391,0.11289525916467488
B4,0.7142203784851069,0.3095111638828585
B5,0.7640380890283774,0.008237388571100708
B6,0.7429165763115376,0.09623798342093012
G,0.7965433289563874,0.08888165119816394
