category,auc,ap
B1,0.9108442577928149,0.6324079012113664
B2,0.8966392868184134,0.39687724299056265
B4,0.9118562174137568,0.7157469688851276
B5,0.8025247052374272,0.04342957179748684
B6,0.8919891838891375,0.25057640066922793
G,0.9603283499920896,0.5194937410101177
