category,auc,ap
B1,0.9559516874650803,0.7496894767545661
B2,0.9648775515558635,0.5018450477684805
B4,0.9694884913634496,0.9066594217080797
B5,0.9720217556918346,0.403653101364145
B6,0.9553566544390788,0.43328358215794616
G,0.9779457129188888,0.6390046197607973
