category,auc,ap
B1,0.9669920267019672,0.8089733414745108
B2,0.9792536787822103,0.567996484279146
B4,0.9834393145741285,0.9439745024503843
B5,0.9838687217262525,0.3988003994560645
B6,0.9635810482670876,0.4662583411032768
G,0.988288701986479,0.7367407300103918
