category,auc,ap
Abuse,0.6833846062396707,0.0009154282582523734
Arrest,0.8744444727394114,0.2370011041724271
Arson,0.9475549864857002,0.26210258201101855
Assault,0.9550505073099422,0.13133638877715442
Burglary,0.9230468052245737,0.16407067024617217
Explosion,0.8925168179342267,0.04976971137045101
Fighting,0.8126539677501593,0.021314277700778518
RoadAccidents,0.7898775294015912,0.014441147793853783
Robbery,0.9198641885023038,0.03806548090234424
Shooting,0.9243175553295215,0.12338600472369822
Shoplifting,0.8603669008229506,0.048948582529526566
Stealing,0.979420418141966,0.25903875000527615
Vandalism,0.9549909526123068,0.13948043816510286
