category,auc,ap
B1,0.9737805195793466,0.8304768140751512
B2,0.9805689892006216,0.5850579104183655
B4,0.9861383926133365,0.9462889962239569
B5,0.9727693226616799,0.5176727137004198
B6,0.9651265986065741,0.48948997593175364
G,0.9880634391243609,0.6965548488654297
