category,auc,ap
Abuse,0.8180770857370046,0.001586344732234971
Arrest,0.8658554592712976,0.1541615330209935
Arson,0.949388669416251,0.21140149901311228
Assault,0.9668428125185735,0.1908992719689773
Burglary,0.9349073915418193,0.31899266145486277
Explosion,0.8810153728792685,0.04605206448685546
Fighting,0.866195927494843,0.02802696773617148
RoadAccidents,0.8435126434048196,0.01358531679919407
Robbery,0.9483236826818955,0.07221752732883832
Shooting,0.9262313302324238,0.12834171130387756
Shoplifting,0.8985354868493044,0.07717297436363206
Stealing,0.9882524409497095,0.6551701166219612
Vandalism,0.9730409703400694,0.20690452377834528
