category,auc,ap
B1,0.9613559309971964,0.7757256674131515
B2,0.9634444095439306,0.5136976088479331
B4,0.9741763129188983,0.9147564707086745
B5,0.9619148944308056,0.392307301651704
B6,0.9516096284932585,0.42732306989351965
G,0.979233729110083,0.6487417499010691
