category,auc,ap
Abuse,0.9589320586080015,0.004363728714501976
Arrest,0.918450837267734,0.3527021768458491
Arson,0.9764556062049385,0.3266987366337239
Assault,0.9786951841459425,0.2862346592242495
Burglary,0.9572532699134545,0.39809072460088135
Explosion,0.8883935207639828,0.0672271898842657
Fighting,0.9563793592889459,0.20231945196114254
RoadAccidents,0.8104051366309235,0.02619445741232064
Robbery,0.9428849091302595,0.10281330529863643
Shooting,0.9627911530354427,0.20549071013973833
Shoplifting,0.9057030366566912,0.17756568031860256
Stealing,0.994614212432877,0.47321329192701356
Vandalism,0.9679007770451695,0.16074937132418585
