category,auc,ap
B1,0.9296179085034463,0.7244130780027469
B2,0.9473605261151834,0.4894300202350527
B4,0.9567475783468595,0.856539223807199
B5,0.9298986733392466,0.17456021848341524
B6,0.9469009857117593,0.30841365433786677
G,0.9754428617542622,0.47447487352459217
