category,auc,ap
Abuse,0.972384984330662,0.006490363367407423
Arrest,0.8992708651817221,0.2152110537094312
Arson,0.9711341318256563,0.33216380793268946
Assault,0.9894957496467032,0.6162570786139268
Burglary,0.9534474155700808,0.39806454431532257
Explosion,0.9065143257844455,0.06490079573848893
Fighting,0.9265337113143861,0.11669020213419502
RoadAccidents,0.9049790837945348,0.033093439924893366
Robbery,0.9110369023296447,0.09051791796486149
Shooting,0.9444452818066353,0.12419899190560678
Shoplifting,0.9034156315339856,0.23427275342566073
Stealing,0.9916682633109036,0.3962413544148414
Vandalism,0.9718689164551307,0.0958952974790938
