category,auc,ap
Abuse,0.9731830681499267,0.00747451279276715
Arrest,0.9062860654000944,0.2047113530923444
Arson,0.9761254849616054,0.3522407149433599
Assault,0.9746471048898931,0.25011075532472565
Burglary,0.9510939093552169,0.4070058776039494
Explosion,0.8735745596666085,0.04721743051283347
Fighting,0.9376699799399173,0.10571657796023601
RoadAccidents,0.8632775567854261,0.02524082205986823
Robbery,0.884115149761712,0.1768281327464302
Shooting,0.9601430711772976,0.21002739493435024
Shoplifting,0.9260096362766126,0.39095137086938814
Stealing,0.9940602152020969,0.4989055614176019
Vandalism,0.9767396686456266,0.16841024947022498
