category,auc,ap
Abuse,0.9642199729489538,0.005249718145222649
Arrest,0.8314615899698845,0.14012937904838726
Arson,0.9655453579218797,0.24359404011856123
Assault,0.9813689570464488,0.6714010823026481
Burglary,0.9068427222465847,0.25161907095132957
Explosion,0.8456744679326436,0.04832429379603424
Fighting,0.8844963491080228,0.04845403353955876
RoadAccidents,0.858121198691341,0.034072388497029614
Robbery,0.8738116259281556,0.033441443200228016
Shooting,0.9386173418977193,0.15945988155299254
Shoplifting,0.8797465168288796,0.23674451149793985
Stealing,0.9740894146319032,0.6144881027874252
Vandalism,0.8895273568879463,0.0664356979390161
