category,auc,ap
Abuse,0.9414731224079329,0.0045516627977059965
Arrest,0.7006419686656464,0.13690607456758563
Arson,0.9736454570342942,0.2781541132187493
Assault,0.9760131116071915,0.4319589572322991
Burglary,0.9142050248510507,0.3250470692808818
Explosion,0.9003307371605354,0.05981890229002418
Fighting,0.9343831873671533,0.06430095364090235
RoadAccidents,0.8715141459126023,0.0231861893263353
Robbery,0.896550620098177,0.03203037123283269
Shooting,0.9368820374919657,0.1508410505786596
Shoplifting,0.8512382035703068,0.13633184101529294
Stealing,0.9802687854774349,0.2505295463235761
Vandalism,0.9835990782011031,0.10427595126483408
