category,auc,ap
Abuse,0.9595186843213072,0.004464831440531966
Arrest,0.925847822133902,0.2957881783288054
Arson,0.9707337802203534,0.3309946772144827
Assault,0.9847258683244985,0.49677975826931087
Burglary,0.9415790939941532,0.3280932396265583
Explosion,0.8884879045786325,0.0528441511615199
Fighting,0.9506498542561275,0.09506893261535122
RoadAccidents,0.8494909669376225,0.02387953682232003
Robbery,0.8812572770662379,0.15384203585774817
Shooting,0.9606385514347054,0.1830095640193516
Shoplifting,0.9302567013178196,0.36486378351808757
Stealing,0.9936662911359422,0.6363437281706023
Vandalism,0.9774818998163965,0.12641016658138116
