category,auc,ap
Abuse,0.9390262500389785,0.01552449670772373
Arrest,0.7995335909318042,0.08006660891627797
Arson,0.9673395380193874,0.277607918614149
Assault,0.9287785595112239,0.15144878201929765
Burglary,0.8998270018798251,0.21188305284053902
Explosion,0.9092538446519911,0.09745580487634688
Fighting,0.9487725534769433,0.08634084337255543
RoadAccidents,0.8885814813213421,0.025637923505679262
Robbery,0.8897413532362893,0.03932578602362799
Shooting,0.9363311895123324,0.15881645111213236
Shoplifting,0.8034601555585019,0.047485370002780865
Stealing,0.9686922206383511,0.3438885988083818
Vandalism,0.9802568746458085,0.09326343128292376
