category,auc,ap
Abuse,0.9468838188749259,0.006344948073019616
Arrest,0.7908078371807258,0.12566186409662441
Arson,0.975860551957699,0.30116464409707405
Assault,0.9741668954393425,0.3128972795620914
Burglary,0.9296542070457033,0.26068122136532523
Explosion,0.8942571832503521,0.05453905353197961
Fighting,0.9424858441833214,0.07562441008416926
RoadAccidents,0.8856592478092932,0.024910291461299035
Robbery,0.9378159347145562,0.0709020449309378
Shooting,0.9396299357320306,0.18559437170015117
Shoplifting,0.852732267614362,0.08026316195420205
Stealing,0.9742153834756263,0.2719464852341919
Vandalism,0.9842309071474773,0.10379420970075506
