category,auc,ap
B1,0.970661824587555,0.8186065989295799
B2,0.9773658208851908,0.5766755993491878
B4,0.98136818592362,0.9392858676535671
B5,0.9873153654099899,0.43279787529735747
B6,0.9640563003999608,0.5075634487316052
G,0.985266531586293,0.7321073211820526
