category,auc,ap
B1,0.9249039681630274,0.6693439550779757
B2,0.9396114031082851,0.43758665348600256
B4,0.944168680014954,0.8033636128724297
B5,0.9218546442448085,0.09787607701423595
B6,0.9324716345203788,0.28358590815818124
G,0.9708930245965347,0.44567885883174707
