category,auc,ap
B1,0.9602395297485297,0.7691671050636961
B2,0.9624271347704688,0.5099175510739806
B4,0.967372432836092,0.8947076949570465
B5,0.9545698901946145,0.3585413715961674
B6,0.9469301315258208,0.4673030027525291
G,0.9742615591407957,0.597125481859588
