category,auc,ap
B1,0.9621427443939604,0.756904415456313
B2,0.9752698676842952,0.5247730841597004
B4,0.974436108321283,0.9177337382294425
B5,0.9751181181451878,0.368949881926233
B6,0.9543381127922455,0.43403215455671507
G,0.9802375966143587,0.6197892520566869
