category,auc,ap
B1,0.9736481798293946,0.8239095357428221
B2,0.9769730712905467,0.5951986787833956
B4,0.9826318906406493,0.9426737945110912
B5,0.9786140266137087,0.5482032682425064
B6,0.9662716926145913,0.46709292230371907
G,0.9880228928608271,0.6882162471943243
