category,auc,ap
B1,0.9704090448874811,0.8169829066890778
B2,0.9768996664637397,0.5640750728504482
B4,0.978567014556531,0.9288267402162653
B5,0.9829827090253865,0.4161219885385427
B6,0.9662998992983436,0.4878170721486391
G,0.9872040311581564,0.6426845748402663
